num A B C D E F G H I J label
570 1 0 1 1 0 0 0 0 0 0 no
571 0 0 1 1 1 0 0 0 0 0 yes
572 1 1 0 1 1 0 1 1 1 1 yes
573 0 0 1 1 1 1 0 1 0 1 yes
574 1 0 0 0 1 1 0 0 1 1 yes
575 1 1 1 0 0 1 1 1 1 0 no
576 0 1 0 1 0 0 0 0 1 1 no
577 1 0 1 1 1 0 0 1 1 0 no
578 0 0 0 1 1 0 0 0 1 0 no
579 1 0 0 0 0 1 1 0 0 1 no
580 0 0 0 1 1 1 1 1 0 1 no
581 1 0 0 0 0 0 0 1 1 1 no
582 1 1 0 0 1 1 0 0 0 0 no
583 1 0 0 1 0 0 1 1 0 0 yes
584 1 1 0 0 0 0 0 0 1 1 no
585 1 0 1 0 1 1 0 1 0 1 yes
586 0 0 1 1 1 0 0 1 1 0 no
587 0 0 0 0 0 0 1 1 0 1 yes
588 1 1 1 0 1 1 0 0 1 0 yes
589 1 1 0 1 1 1 0 1 1 0 no
590 0 0 1 0 0 1 1 1 1 1 yes
591 1 0 0 1 1 0 0 0 1 1 no
592 1 1 1 0 0 1 0 1 1 1 no
593 1 0 1 0 1 1 0 0 0 0 yes
594 0 0 0 0 1 1 0 1 0 0 yes
595 0 0 0 1 0 1 0 0 1 0 no
596 0 0 1 0 1 0 1 0 0 1 no
597 0 0 1 0 0 1 1 1 0 1 no
598 0 0 0 1 0 0 0 1 0 1 no
599 1 0 0 1 0 1 1 1 0 0 yes
600 0 0 1 0 1 1 0 1 1 0 no
601 0 0 0 0 0 1 1 1 0 0 no
602 0 1 1 0 1 1 0 0 1 0 no
603 1 0 0 1 1 0 1 1 0 1 yes
604 0 1 0 1 0 1 1 0 1 1 no
605 0 1 0 0 1 1 0 1 1 0 yes
606 0 0 1 1 1 0 1 0 0 0 no
607 0 1 0 1 0 1 1 0 0 0 no
608 0 0 0 1 1 0 1 1 0 0 no
609 0 0 1 1 1 0 1 1 1 1 no
610 0 0 0 1 1 1 1 1 1 0 no
611 1 0 1 1 0 1 1 0 0 0 yes
612 1 1 1 1 0 1 0 0 1 0 yes
613 1 0 0 0 0 1 0 1 0 0 yes
614 0 0 1 1 0 1 0 0 0 0 no
615 1 0 0 0 0 1 0 0 0 1 yes
616 1 1 0 1 0 1 0 0 1 0 no
617 1 1 1 1 1 0 0 1 1 1 yes
618 0 1 1 1 0 0 0 0 0 1 no
619 0 1 1 0 0 1 0 1 1 1 no
620 1 0 1 1 1 1 1 1 0 1 yes
621 1 1 0 0 1 1 1 1 0 1 yes
622 0 0 0 1 1 0 0 1 0 0 yes
623 1 1 0 1 1 1 1 1 0 0 no
624 0 0 1 0 1 1 0 0 1 1 yes
625 0 0 1 0 0 1 0 0 0 0 no
626 1 0 1 0 0 1 1 1 1 1 yes
627 1 0 1 1 0 0 0 0 1 1 yes
628 1 1 0 1 1 0 0 0 1 1 no
629 1 0 1 1 1 0 1 1 1 1 yes
630 0 0 1 1 0 1 0 1 0 0 yes
631 1 0 0 0 0 0 0 0 1 1 no
632 0 0 1 0 1 0 1 0 0 1 no
633 0 0 0 0 1 1 1 1 1 1 yes
634 1 0 1 0 0 1 0 1 1 0 yes
635 1 0 0 0 0 0 1 1 1 1 no
636 1 1 1 1 1 0 0 0 1 0 yes
637 1 0 0 0 0 1 1 0 1 0 yes
638 1 1 0 0 1 0 0 1 0 0 no
639 1 1 0 1 0 1 0 1 0 1 no
640 1 0 1 0 1 1 0 1 0 0 no
641 1 1 0 0 0 1 0 0 1 1 no
642 1 0 0 1 0 0 1 1 1 1 no
643 1 1 0 0 1 1 1 1 0 0 yes
644 1 0 0 0 0 0 1 0 0 1 yes
645 0 0 0 1 0 1 1 1 1 1 no
646 0 0 0 1 1 1 0 0 1 1 yes
647 1 1 0 1 1 0 1 1 0 0 yes
648 0 1 1 0 0 1 1 1 0 1 no
649 0 0 0 1 1 1 1 0 0 1 no
650 0 1 0 0 1 1 1 1 1 1 no
651 0 1 1 1 0 1 1 1 0 0 yes
652 0 1 1 1 0 1 0 1 0 1 yes
653 1 0 0 1 0 0 1 1 0 0 no
654 1 1 0 0 0 0 1 1 0 0 yes
655 0 0 0 1 0 0 1 1 1 1 yes
656 1 1 0 1 0 0 1 1 0 0 no
657 0 0 1 0 0 0 0 1 1 0 yes
658 0 1 0 1 1 0 0 1 1 0 no
659 1 0 1 1 0 1 1 0 1 0 no
660 1 1 0 0 1 0 1 1 1 1 yes
661 0 1 0 1 0 0 0 0 1 0 no
662 1 0 1 0 0 1 0 0 1 0 yes
663 1 1 1 1 0 1 1 0 0 0 yes
664 1 1 1 1 0 0 1 0 1 0 no
665 1 0 1 0 1 1 0 1 1 0 no
666 1 1 0 0 0 1 1 0 0 0 no
667 0 1 1 1 0 0 1 1 1 1 yes
668 0 0 0 0 1 0 0 1 0 0 no
669 1 0 0 1 0 0 0 1 0 1 no
670 1 0 0 0 0 1 0 1 0 0 yes
671 0 0 1 1 1 1 1 0 1 0 no
672 0 1 1 1 0 1 1 1 1 1 no
673 1 1 0 0 1 0 1 1 0 1 no
674 1 0 0 0 0 0 0 1 1 0 yes
675 0 1 0 0 0 1 1 0 1 1 yes
676 1 1 1 0 0 0 1 1 1 1 no
677 0 0 1 0 0 1 0 0 0 1 no
678 0 0 0 1 1 1 0 1 0 1 no
679 1 0 0 0 1 1 0 1 0 1 yes
680 1 0 0 0 0 1 1 1 1 1 no
681 0 1 0 0 0 1 0 1 1 0 no
682 0 0 0 0 0 1 0 0 1 0 no
683 1 0 0 1 1 1 1 1 1 0 no
684 1 1 1 0 1 0 1 0 1 1 no
685 1 1 1 1 0 1 1 0 1 0 yes
686 0 1 0 0 0 0 1 0 0 0 no
687 0 1 1 1 1 0 0 1 0 1 yes
688 1 1 0 0 0 1 1 1 1 1 no
689 0 1 0 0 1 1 0 0 1 0 yes
690 1 0 0 0 1 0 0 1 0 0 no
691 1 1 1 1 0 0 1 0 1 0 yes
692 0 0 0 1 1 1 1 0 1 0 no
693 1 0 1 0 1 0 1 1 1 0 no
694 1 0 1 1 0 1 1 1 1 1 yes
695 0 1 1 1 1 0 0 0 1 1 no
696 0 0 1 1 1 0 1 1 0 1 no
697 0 1 1 0 0 0 1 0 0 0 no
698 1 1 1 1 1 1 1 0 0 1 no
699 0 1 1 1 1 1 1 0 1 1 yes
700 1 0 1 1 1 0 1 1 0 1 no
701 0 1 0 0 1 1 0 0 1 0 yes
702 1 1 1 0 0 1 0 1 1 0 no
703 0 0 1 0 1 1 1 1 1 1 yes
704 0 0 0 0 1 0 0 1 0 1 yes
705 0 1 1 1 1 1 0 1 0 0 yes
706 0 0 1 1 0 0 1 1 0 0 no
707 1 1 0 1 1 1 1 0 1 1 yes
708 1 1 1 1 1 1 0 0 1 0 no
709 0 0 1 0 1 0 1 0 0 1 no
710 0 1 1 1 0 1 1 1 0 0 yes
711 0 1 1 0 0 0 0 1 1 0 no
712 1 0 1 1 0 1 0 1 1 1 no
713 1 1 1 0 1 1 0 0 0 1 yes
714 1 1 0 1 0 0 0 0 1 1 yes
715 1 1 1 1 0 1 0 0 0 0 no
716 1 1 0 1 1 0 0 0 0 0 no
717 1 1 0 0 1 0 0 0 1 0 yes
718 1 1 1 0 0 0 0 0 1 0 no
719 1 0 0 0 1 1 0 1 1 0 yes
720 0 0 1 0 0 1 0 1 1 1 yes
721 1 1 1 0 1 1 1 0 0 0 no
722 1 1 0 0 0 1 0 1 0 1 no
723 1 1 0 0 0 0 0 1 1 0 no
724 1 0 0 1 0 1 0 1 0 0 yes
725 0 1 1 0 1 0 0 0 0 1 yes
726 1 1 1 0 1 0 1 1 1 1 no
727 0 0 1 1 1 1 0 0 1 1 yes
728 1 0 0 1 1 0 1 1 0 1 no
729 1 0 0 0 0 0 1 0 0 1 no
730 1 1 0 1 0 1 1 1 1 1 no
731 0 1 0 1 0 0 1 1 0 0 no
732 1 0 1 1 0 0 1 0 0 0 yes
733 1 1 0 0 0 1 1 0 1 1 yes
734 1 0 0 0 1 0 0 0 1 0 no
735 0 1 1 0 1 0 0 1 0 0 yes
736 0 0 0 0 0 0 1 1 0 1 yes
737 0 0 0 1 0 1 1 0 1 0 no
738 1 1 1 0 1 0 1 0 1 0 yes
739 1 1 0 1 0 0 0 0 1 0 yes
740 1 1 0 0 0 0 1 1 0 1 no
741 0 1 1 1 1 1 0 1 0 0 no
742 0 1 0 1 0 1 1 0 1 1 yes
743 1 0 1 1 1 1 0 0 0 1 no
744 1 0 1 0 1 1 0 0 1 1 no
745 0 0 1 1 1 0 0 1 0 1 yes
746 0 0 1 0 1 0 1 0 1 1 yes
747 0 1 1 0 1 0 1 0 0 0 yes
748 1 1 0 0 1 1 1 0 1 1 no
749 0 0 1 0 0 1 1 1 0 1 no
750 0 0 0 0 0 0 0 0 0 0 no
751 1 1 0 0 0 0 1 1 1 0 yes
752 1 1 1 1 0 0 0 0 0 1 no
753 0 1 0 0 1 1 0 1 0 1 yes
754 1 0 0 1 0 1 1 0 0 1 yes
755 1 1 0 0 1 1 0 0 0 1 no
756 1 0 1 0 1 0 1 0 0 0 yes
757 1 1 0 0 0 1 0 1 1 0 yes
758 1 1 1 0 0 0 0 0 1 1 no
759 0 0 1 0 0 0 0 1 1 1 no
760 0 1 0 0 1 1 1 0 0 1 no
761 0 1 0 0 0 0 0 0 0 0 no
762 0 0 0 0 1 1 0 0 1 1 yes
763 1 0 1 1 0 1 0 1 1 0 no
764 0 1 0 0 1 1 1 1 1 1 no
765 1 1 0 1 1 0 1 0 0 1 no
766 1 1 0 0 1 1 1 0 0 0 no
767 1 1 0 1 0 0 0 1 0 1 no
768 1 1 0 1 1 1 0 1 0 0 no
769 0 1 1 0 0 1 1 1 0 0 no
770 0 0 0 1 0 0 1 1 0 1 yes
771 0 1 0 0 0 0 0 0 0 1 no
772 0 1 1 1 1 0 0 1 0 1 no
773 0 0 0 0 0 1 0 1 0 1 yes
774 0 0 1 0 1 1 0 1 0 0 no
775 0 1 0 0 1 0 0 1 1 0 no
776 1 1 0 0 1 0 1 0 1 0 no
777 0 1 1 0 0 1 1 0 1 1 no
778 1 1 0 0 0 0 0 0 0 0 no
779 1 0 1 1 1 0 0 1 1 1 yes
780 0 0 0 1 1 0 1 0 1 0 no
781 1 0 1 1 1 1 0 1 0 0 yes
782 0 0 1 1 0 1 1 1 0 0 no
783 0 0 0 1 1 0 1 0 1 1 yes
784 0 1 1 1 0 0 1 0 1 1 no
785 1 1 0 1 1 1 1 0 1 0 yes
786 1 0 1 0 1 0 1 1 0 1 no
787 1 1 1 0 0 0 0 0 1 1 yes
788 1 1 1 0 1 1 0 0 0 1 no
789 0 0 1 0 0 0 0 0 0 1 yes
790 1 0 1 0 1 1 1 1 0 1 no
791 1 1 1 1 1 1 0 1 0 1 yes
792 0 1 0 0 0 1 0 1 1 1 yes
793 1 0 1 1 0 0 0 1 1 0 no
794 0 1 1 1 1 0 1 1 1 1 yes
795 0 0 0 1 0 1 0 1 0 0 no
796 1 1 0 1 1 1 1 1 1 0 yes
797 0 0 0 1 0 1 0 0 0 1 no
798 0 1 0 1 0 0 0 0 1 0 yes
799 0 0 1 0 1 0 0 0 1 0 yes
800 0 0 1 1 1 1 0 1 1 0 no
801 0 1 1 0 1 0 1 0 1 0 yes
802 0 1 1 1 0 1 1 0 0 1 yes
803 1 1 0 1 1 1 1 1 0 1 yes
804 0 0 0 0 1 0 1 0 0 0 no
805 1 1 0 1 1 0 0 0 0 1 no
806 0 1 1 1 1 1 1 1 1 1 yes
807 0 0 0 1 1 1 0 1 1 1 no
808 0 1 1 1 1 1 1 1 0 0 yes
809 1 1 1 1 1 0 1 1 1 0 no
810 1 1 0 1 0 1 0 1 0 0 yes
811 1 1 1 1 1 0 1 0 1 1 yes
812 0 1 0 1 0 0 0 1 0 1 yes
813 0 0 0 1 0 1 1 0 0 1 yes
814 1 1 0 0 0 0 1 1 1 1 no
815 0 1 1 1 1 1 0 1 0 0 no
816 1 0 0 1 1 1 0 1 0 1 no
817 0 1 1 0 1 0 1 1 0 0 no
818 0 1 1 0 1 1 1 0 1 1 no
819 0 1 1 1 1 1 1 0 1 1 yes
820 0 0 0 1 1 1 1 0 0 1 no
821 1 0 1 1 0 1 0 1 1 1 no
822 0 1 1 0 0 1 0 1 0 0 no
823 1 1 0 0 1 0 0 1 1 0 yes
824 0 1 0 1 1 1 0 1 0 0 yes
825 1 0 0 1 0 1 0 1 0 0 yes
826 0 0 0 1 0 1 1 1 1 1 yes
827 0 0 1 1 0 0 0 1 1 1 no
828 1 1 1 0 1 1 1 0 0 0 no
829 0 1 0 0 1 0 0 0 1 0 no
830 0 1 1 0 0 1 0 1 1 1 yes
831 1 0 0 1 0 1 0 0 1 0 yes
832 1 1 1 1 1 0 0 0 1 0 yes
833 0 0 1 0 1 1 0 1 0 1 yes
834 0 0 1 1 1 1 1 0 1 0 no
835 1 1 1 0 1 0 1 0 1 0 no
836 0 1 1 0 0 1 0 0 1 1 no
837 1 1 0 1 0 1 1 0 0 1 yes
838 0 0 0 1 0 1 1 1 0 0 yes
839 0 1 0 1 1 0 0 0 1 1 no
840 1 0 0 1 1 1 0 1 0 0 yes
841 1 1 1 1 0 0 0 0 1 0 yes
842 0 0 1 0 1 0 0 1 1 1 yes
843 0 0 0 1 0 0 1 0 1 0 yes
844 0 0 0 0 1 0 1 1 1 1 yes
845 1 0 0 0 0 1 1 0 1 1 yes
846 0 0 0 1 0 1 1 1 0 0 yes
847 1 0 0 0 1 1 1 0 0 1 yes
848 1 1 0 1 1 0 1 1 1 0 yes
849 0 0 0 1 0 0 1 0 0 0 yes
850 0 1 1 1 1 1 1 0 0 1 yes
851 1 1 0 0 1 0 1 1 0 0 yes
852 1 1 0 0 0 1 0 1 1 1 yes
853 0 0 0 1 0 0 1 0 0 0 yes
854 0 0 0 1 0 1 0 0 0 0 yes
855 1 0 0 0 1 0 1 0 0 0 yes
856 0 0 1 0 1 0 0 0 0 0 yes
857 0 1 0 1 1 0 1 1 1 1 no
858 0 1 1 0 0 0 0 1 1 0 yes
859 1 0 0 0 1 0 0 0 0 0 no
860 1 0 1 1 0 0 0 0 1 0 yes
861 1 1 0 0 1 1 1 1 1 1 yes
862 1 1 0 0 1 1 0 1 0 0 yes
863 0 0 1 1 1 1 0 0 0 0 yes
864 1 1 1 1 0 0 0 0 0 1 yes
865 1 1 0 0 1 1 0 1 1 1 no
866 0 1 0 0 0 0 1 1 1 1 yes
867 0 1 1 1 0 0 1 0 0 1 yes
868 1 0 0 1 1 1 1 0 0 0 no
869 1 0 1 0 0 0 1 1 0 0 no
870 1 1 1 0 0 0 0 0 1 0 no
871 0 0 1 1 0 0 1 1 1 1 yes
872 1 1 0 1 1 0 1 1 0 1 yes
873 1 0 0 1 1 1 1 1 1 0 no
874 0 0 1 0 1 1 1 1 1 0 no
875 1 1 0 0 0 0 0 0 0 1 no
876 0 0 0 0 1 0 1 0 1 1 yes
877 1 1 0 0 1 1 1 1 1 0 yes
878 0 1 1 1 1 0 0 0 0 1 no
879 1 0 0 1 1 0 1 1 1 1 no
880 1 1 0 1 1 1 1 1 1 1 yes
881 1 1 0 1 0 1 0 1 1 0 yes
882 1 0 1 0 1 1 0 0 1 0 yes
883 0 1 0 0 1 1 0 0 1 0 yes
884 1 0 1 0 1 0 0 1 1 0 yes
885 1 1 0 1 1 1 0 1 1 0 no
886 0 1 1 0 0 1 1 0 0 1 yes
887 1 0 0 1 1 1 1 1 1 0 yes
888 1 1 1 1 0 0 0 0 0 0 no
889 0 0 0 1 0 0 1 1 0 0 yes
890 1 0 1 1 1 1 1 1 1 0 yes
891 1 1 0 0 1 1 0 0 1 0 yes
892 0 1 0 0 0 1 0 0 0 0 no
893 0 0 0 0 0 1 0 0 1 1 yes
894 1 1 0 1 1 0 1 0 1 1 yes
895 0 0 0 1 1 0 0 1 1 0 no
896 0 1 1 1 1 0 1 1 1 1 no
897 0 0 0 1 0 1 1 1 1 1 no
898 1 0 0 0 0 1 1 0 0 0 yes
899 0 1 0 0 1 0 1 0 0 0 no
900 0 0 1 0 0 0 1 0 0 1 yes
901 1 1 1 1 1 0 1 1 0 1 yes
902 1 0 1 1 0 1 0 0 0 0 yes
903 0 0 1 1 1 1 0 1 1 1 yes
904 1 1 1 1 0 0 0 0 0 1 no
905 1 0 1 1 1 0 1 1 0 0 no
906 1 0 1 1 0 0 0 0 0 1 no
907 1 1 1 0 1 1 0 1 0 1 no
908 0 0 0 1 1 0 0 1 1 0 yes
909 0 0 0 0 1 0 0 1 0 0 yes
910 1 0 0 1 1 0 0 0 1 0 yes
911 0 1 1 1 1 0 0 1 1 1 yes
912 1 0 0 1 0 0 1 0 1 1 yes
913 1 1 1 0 0 0 0 0 1 0 yes
914 1 1 0 0 0 1 0 0 0 0 no
915 0 1 1 0 1 0 0 1 1 0 no
916 0 0 1 1 1 0 1 0 1 0 yes
917 1 1 0 1 0 0 1 1 0 1 yes
918 0 1 0 1 0 1 1 0 1 0 yes
919 0 0 0 0 1 1 0 1 1 0 yes
920 1 1 1 0 1 0 1 1 0 1 no
921 0 0 0 0 1 0 1 1 0 0 yes
922 0 0 1 1 1 0 1 0 1 1 no
923 1 1 0 1 1 1 1 1 0 1 yes
924 0 0 0 0 0 0 1 0 0 0 no
925 1 0 0 0 0 1 0 1 0 1 yes
926 0 1 0 1 1 1 0 1 0 0 no
927 0 1 1 0 1 1 1 0 1 1 yes
928 0 1 1 0 0 1 1 1 0 0 yes
929 0 1 1 0 0 1 0 0 1 0 yes
930 0 0 0 0 1 0 0 0 0 1 yes
931 0 1 1 0 0 1 1 1 0 1 yes
932 0 0 1 1 0 1 0 1 1 1 no
933 1 0 0 0 1 1 0 1 0 0 yes
934 1 0 0 1 0 0 0 1 1 0 no
935 1 1 0 1 0 1 0 1 0 0 no
936 0 0 0 1 1 1 1 0 1 1 no
937 1 0 0 1 0 1 1 0 0 0 no
938 1 1 1 0 0 0 0 0 0 0 no
939 1 0 0 0 0 0 0 1 1 0 yes
940 1 0 1 0 0 0 0 0 0 1 no
941 0 0 0 0 1 0 0 1 1 0 no
942 1 1 0 1 1 1 0 1 0 1 no
943 1 1 1 0 0 0 0 0 0 1 yes
944 0 0 0 0 1 0 1 0 1 0 no
945 1 1 0 0 1 0 1 1 1 0 yes
946 0 0 1 1 0 1 0 1 0 0 yes
947 0 1 0 1 0 1 0 1 0 0 no
948 1 0 0 1 1 1 0 0 0 1 yes
949 1 0 1 0 0 0 1 0 1 1 no
950 1 1 0 1 1 0 1 1 1 1 no
951 1 0 0 1 1 0 1 0 1 1 no
952 0 0 1 1 1 1 1 0 1 1 yes
953 1 0 0 0 0 0 0 0 0 1 yes
954 0 0 1 0 0 0 1 1 1 1 yes
955 0 0 0 1 0 0 1 0 0 0 no
956 0 1 1 0 0 1 1 0 0 1 yes
957 0 1 1 1 0 1 0 1 0 1 no
958 0 0 1 0 1 1 0 1 1 0 no
959 0 0 0 1 0 0 0 0 1 1 yes
960 0 0 1 1 1 0 0 1 0 1 no
961 1 1 1 1 1 0 0 1 1 0 yes
962 0 0 0 1 0 0 0 1 1 1 no
963 1 1 0 1 0 1 1 0 1 0 yes
964 0 0 1 0 0 1 1 1 0 0 yes
965 0 0 1 0 1 0 0 1 0 0 no
966 0 0 0 0 1 1 0 0 0 0 no
967 0 1 0 0 0 0 0 0 1 0 yes
968 1 1 1 0 0 1 0 1 0 0 yes
969 1 1 0 1 0 1 1 0 1 0 no
970 0 1 0 0 0 0 0 0 1 0 no
971 1 0 1 0 0 1 1 0 0 1 no
972 0 1 1 0 1 0 1 0 0 0 no
973 0 0 0 0 1 0 1 1 0 1 yes
974 1 1 0 1 1 1 0 0 1 1 no
975 1 0 0 1 1 1 0 1 0 1 no
976 0 0 0 1 1 0 1 1 0 1 no
977 1 1 0 1 0 1 0 0 1 1 yes
978 0 1 1 1 0 0 1 0 0 0 yes
979 0 0 0 1 1 0 1 1 0 0 yes
980 1 1 1 0 1 0 0 1 0 1 no
981 1 1 0 0 1 1 0 1 1 1 yes
982 1 1 1 1 1 1 0 1 1 0 no
983 0 0 1 1 1 0 0 1 1 0 no
984 1 0 0 1 1 0 0 1 1 1 no
985 1 1 1 0 0 1 1 0 1 0 yes
986 0 0 0 1 0 0 1 0 1 1 yes
987 0 0 0 0 0 1 0 0 0 1 yes
988 0 1 0 1 0 1 0 0 1 1 no
989 0 0 0 1 1 1 0 0 1 0 no
990 1 0 1 1 1 1 0 1 0 1 no
991 1 1 1 1 0 0 1 1 1 0 yes
992 1 1 1 1 0 1 0 0 0 1 yes
993 1 1 0 0 1 1 0 0 1 0 no
994 0 0 1 1 1 1 0 0 1 0 yes
995 1 1 0 1 0 0 1 0 1 1 yes
996 1 1 1 0 1 0 1 0 0 0 yes
997 0 0 1 1 1 0 0 0 0 0 no
998 0 0 0 1 0 1 1 0 0 1 yes
999 0 0 0 0 1 0 1 1 1 1 no
1000 1 1 1 1 1 0 1 1 1 0 no
1001 0 0 0 1 1 1 1 1 0 0 no
1002 0 0 1 1 1 1 1 0 1 1 yes
1003 1 1 0 0 0 1 0 1 0 0 yes
1004 1 0 1 1 0 0 1 1 0 1 no
1005 0 0 1 0 0 1 1 1 1 1 yes
1006 1 1 1 0 0 1 0 0 0 0 yes
1007 1 0 1 0 1 1 0 1 1 1 no
1008 0 1 0 0 1 0 1 1 0 1 no
1009 1 0 1 1 1 1 0 1 1 1 no
1010 1 0 1 1 0 0 1 1 0 0 yes
1011 1 0 1 1 0 0 0 0 0 1 no
1012 1 1 0 1 0 0 1 0 0 1 yes
1013 1 0 0 0 1 0 1 0 1 0 no
1014 0 1 1 1 0 0 0 1 1 0 no
1015 0 0 1 1 1 1 0 1 0 1 yes
1016 1 0 0 0 0 1 0 0 1 0 no
1017 0 1 0 0 1 1 0 1 0 1 no
1018 0 0 0 1 0 0 1 0 0 0 yes
1019 0 1 0 1 0 0 1 1 1 1 no
1020 1 1 1 0 1 1 1 1 0 0 yes
1021 1 1 0 1 1 0 1 0 1 0 yes
1022 0 1 1 0 1 1 0 0 1 1 yes
1023 0 0 0 1 0 1 0 0 1 0 no
1024 1 0 1 1 0 0 1 1 1 1 no
1025 0 1 0 0 1 1 1 1 1 0 no
1026 0 0 1 0 0 1 1 1 1 1 no
1027 1 0 1 0 1 1 0 0 0 0 yes
1028 1 0 0 1 0 1 0 1 0 1 no
1029 1 1 0 0 1 0 0 1 0 1 no
1030 1 0 0 0 1 0 1 0 1 1 no
1031 0 0 0 0 1 1 0 1 1 1 yes
1032 0 1 0 1 1 0 0 0 1 0 no
1033 0 1 0 1 0 1 1 1 1 1 yes
1034 1 0 1 0 1 1 1 1 0 0 no
1035 0 1 1 1 0 0 1 0 0 1 no
1036 0 1 1 1 0 1 1 1 0 1 no
1037 0 1 0 0 0 0 0 1 1 0 no
1038 0 1 1 1 0 1 0 0 1 0 no
1039 1 1 1 1 0 1 0 1 1 1 yes
1040 0 0 1 1 0 1 1 1 0 0 no
1041 0 1 1 1 0 1 0 1 0 0 yes
1042 0 1 0 0 0 1 1 1 1 1 no
1043 1 0 1 1 0 1 0 1 1 1 yes
1044 0 0 0 1 1 1 1 1 0 1 no
1045 0 0 1 0 0 1 1 0 1 1 yes
1046 0 1 0 1 0 1 1 0 0 1 no
1047 0 0 0 1 1 1 1 1 1 0 no
1048 1 1 1 0 1 0 0 0 1 0 yes
1049 1 1 0 1 1 0 1 1 0 1 yes
1050 1 1 0 0 0 0 1 0 0 0 yes
1051 1 1 1 0 0 0 0 1 1 0 no
1052 1 1 1 0 0 0 0 0 0 0 yes
1053 0 0 1 1 0 0 1 1 1 1 no
1054 1 0 0 1 1 1 1 0 0 1 yes
1055 1 1 1 1 1 0 1 1 0 1 no
1056 0 1 0 0 0 0 0 1 0 0 yes
1057 0 1 0 1 0 1 1 1 0 1 no
1058 1 1 0 1 0 1 0 1 1 0 no
1059 0 0 1 1 1 0 1 0 1 1 yes
1060 1 1 0 0 1 1 0 0 1 0 no
1061 0 0 1 1 0 1 1 0 1 0 yes
1062 1 0 1 0 0 0 0 0 1 0 no
1063 0 1 0 1 1 1 0 1 1 1 yes
1064 1 1 0 0 0 1 1 1 0 1 yes
1065 1 0 1 1 0 0 1 0 0 0 no
1066 0 1 1 0 1 0 1 0 1 1 no
1067 1 1 1 0 1 1 0 0 1 0 no
1068 0 0 0 0 1 0 0 1 1 1 no
1069 1 1 0 0 1 0 0 1 0 1 yes
1070 0 1 1 1 1 1 1 1 1 0 yes
1071 1 1 0 1 0 1 1 0 0 1 no
1072 1 1 1 0 0 1 0 0 0 0 no
1073 1 0 0 1 1 1 0 0 0 0 yes
1074 1 1 1 1 1 0 1 1 1 1 no
1075 1 1 1 0 1 1 0 1 1 1 no
1076 1 0 0 1 1 0 0 0 1 1 yes
1077 0 0 1 1 0 0 0 1 1 0 no
1078 1 1 0 0 1 1 0 1 0 1 yes
1079 0 0 1 0 1 1 1 0 0 0 yes
1080 0 1 1 1 1 0 0 0 1 1 no
1081 0 1 0 1 0 1 1 0 0 0 no
1082 1 1 0 0 0 0 1 0 1 1 no
1083 1 0 1 0 1 0 1 1 0 1 yes
1084 1 0 1 1 1 0 0 1 0 0 no
1085 1 1 1 0 1 0 1 1 0 0 no
1086 0 0 1 0 1 1 0 1 1 1 yes
1087 1 0 1 0 1 1 1 1 1 0 yes
1088 1 0 0 1 1 0 1 1 1 0 no
1089 0 0 1 0 0 0 0 0 0 1 yes
1090 1 1 1 1 1 1 0 1 1 1 no
1091 0 1 1 0 0 0 1 1 1 1 yes
1092 0 0 1 1 1 0 1 1 0 0 yes
1093 1 1 1 1 0 1 0 1 0 0 yes
1094 0 1 0 0 1 0 0 0 0 1 no
1095 0 1 1 0 1 1 0 0 1 1 no
1096 0 1 1 0 1 1 1 1 1 1 no
1097 0 1 0 0 1 0 1 0 0 0 yes
1098 1 0 0 1 1 0 0 0 0 0 no
1099 1 1 1 1 0 0 1 0 1 1 no
1100 1 0 0 1 1 0 0 1 1 1 no
1101 1 1 1 0 0 0 1 1 0 0 yes
1102 0 1 1 1 0 0 1 1 0 0 no
1103 0 0 0 1 0 1 1 1 0 1 no
1104 0 0 1 0 0 1 0 0 1 0 yes
1105 0 1 1 0 1 0 0 1 1 0 no
1106 1 1 0 1 1 1 0 1 0 0 yes
1107 0 1 1 0 0 0 1 1 1 1 no
1108 1 1 0 0 1 0 0 1 1 1 no
1109 1 1 1 1 1 0 1 0 0 0 yes
1110 0 0 0 1 1 0 1 0 1 1 yes
1111 1 0 0 0 1 1 1 1 0 1 no
1112 0 1 0 1 0 0 1 0 1 0 yes
1113 1 1 0 1 1 1 1 1 1 0 yes
1114 0 0 1 0 0 1 0 0 1 1 yes
1115 0 1 0 0 0 0 1 1 1 1 yes
1116 0 1 1 1 1 0 1 0 1 1 no
1117 0 0 1 0 0 0 0 0 0 0 no
1118 1 1 1 0 1 1 0 0 1 1 yes
1119 1 0 1 1 0 0 1 0 1 1 yes
1120 0 0 0 1 0 0 1 0 1 1 yes
1121 0 1 0 1 1 1 1 1 1 1 no
1122 0 0 1 0 0 1 0 1 1 1 yes
1123 0 1 1 0 0 0 0 0 1 0 no
1124 1 0 1 0 0 1 1 1 0 1 yes
1125 0 1 1 0 1 1 1 1 1 0 no
1126 1 0 0 0 0 0 1 0 0 0 yes
1127 1 0 1 0 1 1 0 0 0 0 yes
1128 1 0 1 1 1 1 0 0 0 0 yes
1129 0 0 1 0 1 0 0 0 0 1 yes
1130 1 0 1 1 1 1 1 1 1 0 yes
1131 0 0 1 0 1 0 0 1 0 0 yes
1132 0 0 1 1 1 1 0 1 0 0 no
1133 1 1 1 0 1 1 1 1 0 0 no
1134 0 0 0 1 1 0 1 0 1 1 no
